,avg_unemployment,survey_year,Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Total Unique Fairs Attended,total_apps,Educations Cumulative Gpa,ipp_flag,Internship_binary,binary_cont_education,binary_still_looking,fairs_above_avg,apps_above_avg,Appointment_Count,appointment_binary
213,5.4,2021,Still Looking,2,Architecture - Urban & Environmental Planning,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
214,5.4,2021,Still Looking,2,Education - Counselor Education,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
215,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
216,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,3.64,0,0,0,0,0,0,0.0,0
217,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
218,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
219,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,3.56,0,0,0,0,0,0,0.0,0
220,5.4,2021,Working,2,Education - Educational Psychology,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
221,5.4,2021,Working,2,Education - Educational Psychology,Female,Curry School of Education,1,0,0,3.9,0,1,0,0,0,0,0.0,0
222,5.4,2021,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,5,3.51,0,0,0,1,0,0,0.0,0
223,5.4,2021,Still Looking,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,0,0,5,3.6,0,0,0,1,0,0,0.0,0
224,5.4,2021,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
225,5.4,2021,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
226,5.4,2021,Still Looking,0,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,0,3.74,0,0,0,1,0,0,0.0,0
227,5.4,2021,Still Looking,0,Linguistics,Male,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
228,5.4,2021,Working,0,French,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
229,5.4,2021,Working,0,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
230,5.4,2021,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
231,5.4,2021,Working,3,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
232,5.4,2021,Working,3,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,0,3.94,0,1,0,0,0,0,0.0,0
233,5.4,2021,Working,0,Education - Curriculum & Instruction,Male,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
234,5.4,2021,Still Looking,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
235,5.4,2021,Still Looking,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,0,0,0,3.71,0,0,0,1,0,0,0.0,0
236,5.4,2021,Still Looking,1,Education - Higher Education,Male,Curry School of Education,0,0,2,,0,1,0,1,0,0,0.0,0
237,5.4,2021,Working,3,Religious Studies,Male,College and Graduate School of Arts & Sciences,1,0,0,3.0,0,1,0,0,0,0,0.0,0
238,5.4,2021,Working,3,Religious Studies,Male,College and Graduate School of Arts & Sciences,1,0,0,3.6,0,1,0,0,0,0,0.0,0
239,5.4,2021,Working,1,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.95,0,1,0,0,0,0,0.0,0
240,5.4,2021,Working,2,Music,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
241,5.4,2021,Working,2,Public Health,Female,School of Medicine,1,0,3,,0,1,0,0,0,0,5.0,1
242,5.4,2021,Working,2,Public Health,Female,School of Medicine,1,0,3,3.85,0,1,0,0,0,0,5.0,1
243,5.4,2021,Still Looking,1,Public Health,Female,School of Medicine,0,0,10,,0,1,0,1,0,0,1.0,1
244,5.4,2021,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
245,5.4,2021,Continuing Education,0,Psychology,Female,College and Graduate School of Arts & Sciences,0,0,2,3.76,0,0,1,0,0,0,0.0,0
246,5.4,2021,Working,2,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,3.5,0,1,0,0,0,0,0.0,0
247,5.4,2021,Working,1,European Studies,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
248,5.4,2021,Still Looking,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,0,2,3.4,0,0,0,1,0,0,0.0,0
249,5.4,2021,Still Looking,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,0,2,3.9,0,0,0,1,0,0,0.0,0
250,5.4,2021,Working,2,Public Health,Female,School of Medicine,1,0,0,3.76,0,1,0,0,0,0,2.0,1
251,5.4,2021,Working,2,Public Health,Female,School of Medicine,1,0,0,3.32,0,1,0,0,0,0,2.0,1
252,5.4,2021,Working,3,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,8.0,1
253,5.4,2021,Working,3,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.89,0,1,0,0,0,0,8.0,1
254,5.4,2021,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
255,5.4,2021,Continuing Education,0,English,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0,0.0,0
256,5.4,2021,Working,1,Anthropology,Female,College and Graduate School of Arts & Sciences,1,0,6,3.6,0,1,0,0,0,0,3.0,1
257,5.4,2021,Working,1,Anthropology,Female,College and Graduate School of Arts & Sciences,1,0,6,3.5,0,1,0,0,0,0,3.0,1
258,5.4,2021,Still Looking,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
259,5.4,2021,Still Looking,0,Chemistry,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
260,5.4,2021,Working,0,Education - Educational Psychology,Female,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
261,5.4,2021,Working,0,Engineering - Materials Science & Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
262,5.4,2021,Working,0,Engineering - Materials Science & Engineering,Female,School of Engineering & Applied Science,1,0,0,3.81,0,0,0,0,0,0,0.0,0
263,5.4,2021,Working,0,Engineering - Materials Science & Engineering,Female,School of Engineering & Applied Science,1,0,0,3.35,0,0,0,0,0,0,0.0,0
264,5.4,2021,Working,0,Public Health,Female,School of Medicine,1,0,0,,0,0,0,0,0,0,0.0,0
265,5.4,2021,Working,0,Public Health,Female,School of Medicine,1,0,0,3.9,0,0,0,0,0,0,0.0,0
266,5.4,2021,Working,1,Education - Higher Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
267,5.4,2021,Working,0,Engineering - Electrical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
268,5.4,2021,Continuing Education,1,Media Culture & Technology,Male,College and Graduate School of Arts & Sciences,0,0,0,3.98,0,1,1,0,0,0,0.0,0
269,5.4,2021,Still Looking,0,Creative Writing,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
270,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,0,3.97,0,0,0,0,0,0,0.0,0
271,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.8,0,0,0,0,0,0,0.0,0
272,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.5,0,0,0,0,0,0,0.0,0
273,5.4,2021,Working,0,Data Science,Male,School of Data Science,1,0,2,3.9,0,0,0,0,0,0,0.0,0
274,5.4,2021,Still Looking,0,Education - Educational Psychology,Female,Curry School of Education,0,0,0,,0,0,0,1,0,0,2.0,1
275,5.4,2021,Still Looking,0,Education - Educational Psychology,Female,Curry School of Education,0,0,0,3.75,0,0,0,1,0,0,2.0,1
276,5.4,2021,Still Looking,2,Art - History of Art & Architecture,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,0,1,0,0,0.0,0
277,5.4,2021,Continuing Education,0,English,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,1,0,0,0,0.0,0
278,5.4,2021,Still Looking,0,History,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,1,0,0,0.0,0
279,5.4,2021,Still Looking,0,French,Male,College and Graduate School of Arts & Sciences,0,0,2,,0,0,0,1,0,0,0.0,0
280,5.4,2021,Still Looking,3,Education - Athletic Training,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
281,5.4,2021,Still Looking,0,English,Male,College and Graduate School of Arts & Sciences,0,0,44,,0,0,0,1,0,0,0.0,0
282,5.4,2021,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
283,5.4,2021,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,3.96,0,0,0,0,0,0,0.0,0
284,5.4,2021,Working,1,Education - Administration & Supervision,Male,Curry School of Education,1,0,0,4.0,0,1,0,0,0,0,0.0,0
285,5.4,2021,Working,0,Spanish,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
286,5.4,2021,Working,0,French,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
287,5.4,2021,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,0,4.0,0,0,0,1,0,0,0.0,0
288,5.4,2021,Still Looking,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
289,5.4,2021,Working,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,1,,0,0,0,0,0,0,0.0,0
290,5.4,2021,Still Looking,1,Education - Educational Psychology,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
291,5.4,2021,Still Looking,3,Slavic Languages and Literatures,Female,College and Graduate School of Arts & Sciences,0,0,0,3.4,0,1,0,1,0,0,0.0,0
292,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
293,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.03,0,0,0,0,0,0,0.0,0
294,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,3.23,0,0,0,0,0,0,0.0,0
295,5.4,2021,Working,1,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
296,5.4,2021,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
297,5.4,2021,Working,3,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.9,0,1,0,0,0,0,0.0,0
298,5.4,2021,Fellowship,1,Psychology,Female,College and Graduate School of Arts & Sciences,0,0,0,3.9,0,1,0,0,0,0,0.0,0
299,5.4,2021,Still Looking,0,Public Health,Female,School of Medicine,0,0,4,3.75,0,0,0,1,0,0,0.0,0
300,5.4,2021,Still Looking,0,Public Health,Female,School of Medicine,0,0,4,,0,0,0,1,0,0,0.0,0
301,5.4,2021,Working,0,Public Health,Female,School of Medicine,1,0,2,,0,0,0,0,0,0,0.0,0
302,5.4,2021,Continuing Education,3,Public Health,Female,School of Medicine,0,0,0,3.54,0,1,1,0,0,0,0.0,0
303,5.4,2021,Continuing Education,3,Public Health,Female,School of Medicine,0,0,0,,0,1,1,0,0,0,0.0,0
304,5.4,2021,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
305,5.4,2021,Working,1,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,3.81,0,1,0,0,0,0,0.0,0
306,5.4,2021,Working,2,Education - Educational Policy (Policy Studies),Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,1.0,1
307,5.4,2021,Working,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
308,5.4,2021,Working,0,Education - Higher Education,Male,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
309,5.4,2021,Working,0,Education - Higher Education,Female,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
310,5.4,2021,Working,0,Slavic Languages and Literatures,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
311,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.91,0,1,0,0,0,0,1.0,1
312,5.4,2021,Working,0,Education - Educational Psychology,Female,Curry School of Education,1,0,0,4.0,0,0,0,0,0,0,0.0,0
313,5.4,2021,Still Looking,0,Data Science,Male,School of Data Science,0,0,21,,0,0,0,1,0,0,4.0,1
314,5.4,2021,Still Looking,0,Data Science,Male,School of Data Science,0,0,21,3.55,0,0,0,1,0,0,4.0,1
315,5.4,2021,Working,2,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,0,0,,0,1,0,0,0,0,0.0,0
316,5.4,2021,Still Looking,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0,0,,0,0,0,1,0,0,0.0,0
317,5.4,2021,Working,0,Education - Educational Psychology,Female,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
318,5.4,2021,Working,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
319,5.4,2021,Working,0,Engineering - Chemical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
320,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
321,5.4,2021,Working,2,Statistics,Male,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
322,5.4,2021,Continuing Education,0,Education - Kinesiology,Female,Curry School of Education,0,0,0,,0,0,1,0,0,0,0.0,0
323,5.4,2021,Working,1,Mathematics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
324,5.4,2021,Working,1,Mathematics,Female,College and Graduate School of Arts & Sciences,1,0,0,3.71,0,1,0,0,0,0,0.0,0
325,5.4,2021,Working,3,Education - Educational Psychology,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
326,5.4,2021,Working,3,Education - Educational Psychology,Female,Curry School of Education,1,0,0,3.64,0,1,0,0,0,0,0.0,0
327,5.4,2021,Working,0,Data Science,Female,School of Data Science,1,0,0,,0,0,0,0,0,0,0.0,0
328,5.4,2021,Still Looking,1,Architecture - Constructed Environment,Female,School of Architecture,0,0,0,,0,1,0,1,0,0,0.0,0
329,5.4,2021,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,3.46,0,0,0,0,0,0,0.0,0
330,5.4,2021,Working,1,Public Health,Female,School of Medicine,1,0,4,,0,1,0,0,0,0,0.0,0
331,5.4,2021,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,3.93,0,0,0,0,0,0,0.0,0
332,5.4,2021,Working,0,English,Female,College and Graduate School of Arts & Sciences,1,0,0,3.7,0,0,0,0,0,0,0.0,0
333,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
334,5.4,2021,Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,4.0,0,1,0,0,0,0,0.0,0
335,5.4,2021,Working,0,Education - Higher Education,Female,Curry School of Education,1,0,2,,0,0,0,0,0,0,0.0,0
336,5.4,2021,Working,2,Religious Studies,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,0.0,0
337,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
338,5.4,2021,Still Looking,1,Religious Studies,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,1,0,1,0,0,1.0,1
339,5.4,2021,Working,0,Slavic Languages and Literatures,Female,College and Graduate School of Arts & Sciences,1,0,4,,0,0,0,0,0,0,0.0,0
340,5.4,2021,Military,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,0,0,0,0,0.0,0
341,5.4,2021,Military,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,0,0,3.96,0,0,0,0,0,0,0.0,0
342,5.4,2021,Still Looking,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,0,42,,0,0,0,1,0,0,0.0,0
343,5.4,2021,Continuing Education,3,Engineering - Civil Engineering,Male,School of Data Science,0,0,0,4.0,0,1,1,0,0,0,0.0,0
344,5.4,2021,Continuing Education,3,Engineering - Civil Engineering,Male,School of Data Science,0,0,0,3.6,0,1,1,0,0,0,0.0,0
345,5.4,2021,Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
346,5.4,2021,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.28,0,0,0,0,0,0,0.0,0
347,5.4,2021,Working,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,0,0,3.97,0,0,0,0,0,0,0.0,0
348,5.4,2021,Working,3,Education - Speech Communication Disorders,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
349,5.4,2021,Working,1,Public Policy,Female,School of Medicine,1,0,0,3.56,0,1,0,0,0,0,0.0,0
350,5.4,2021,Working,1,Public Policy,Female,School of Medicine,1,0,0,3.36,0,1,0,0,0,0,0.0,0
351,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.92,0,1,0,0,0,0,1.0,1
352,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,3.56,0,1,0,0,0,0,1.0,1
353,5.4,2021,Working,0,Education - Kinesiology,Female,Curry School of Education,1,0,0,3.27,0,0,0,0,0,0,1.0,1
354,5.4,2021,Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
355,5.4,2021,Still Looking,0,Engineering - Systems Engineering,Male,School of Engineering & Applied Science,0,0,0,3.2,0,0,0,1,0,0,0.0,0
356,5.4,2021,Continuing Education,0,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,0,0,4,,0,0,1,0,0,0,0.0,0
357,5.4,2021,Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
358,5.4,2021,Not Seeking,0,Spanish,Female,College and Graduate School of Arts & Sciences,0,0,0,,0,0,0,0,0,0,0.0,0
359,5.4,2021,Working,1,Education - Higher Education,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,1.0,1
360,5.4,2021,Continuing Education,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0,0,,0,0,1,0,0,0,0.0,0
361,5.4,2021,Working,0,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,0,0,3.75,0,0,0,0,0,0,0.0,0
362,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,4.0,0,0,0,0,0,0,0.0,0
363,5.4,2021,Working,0,Engineering - Electrical Engineering,Male,School of Engineering & Applied Science,1,0,0,,0,0,0,0,0,0,0.0,0
364,5.4,2021,Working,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1,0,,0,0,0,0,0,0,0.0,0
365,5.4,2021,Working,0,Education - Special Education,Female,Curry School of Education,1,0,0,,0,0,0,0,0,0,0.0,0
366,5.4,2021,Working,2,Quantative Analytics in Education & Social Science,Female,Curry School of Education,1,0,0,,0,1,0,0,0,0,0.0,0
367,5.4,2021,Working,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0,0,,0,1,0,0,0,0,0.0,0
368,5.4,2021,Still Looking,1,Quantative Analytics in Education & Social Science,Female,Curry School of Education,0,0,0,,0,1,0,1,0,0,0.0,0
369,5.4,2021,Working,1,Psychology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,1,0,0,0,0,1.0,1
370,3.6,2022,Working,3,Philosophy,Male,College and Graduate School of Arts & Sciences,1,0,33,,0,1,0,0,0,0,0.0,0
371,3.6,2022,Continuing Education,1,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,9,,0,1,1,0,0,0,0.0,0
372,3.6,2022,Continuing Education,1,Statistics,Male,College and Graduate School of Arts & Sciences,0,0,9,3.83,0,1,1,0,0,0,0.0,0
373,3.6,2022,Working,3,Statistics,Female,College and Graduate School of Arts & Sciences,1,0,48,,0,1,0,0,0,1,1.0,1
374,3.6,2022,Working,3,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,4,,0,1,0,0,0,0,0.0,0
375,3.6,2022,Continuing Education,3,Economics,Female,College and Graduate School of Arts & Sciences,0,0,9,,0,1,1,0,0,0,0.0,0
376,3.6,2022,Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,2,136,3.65,0,1,0,0,1,1,0.0,0
377,3.6,2022,Working,1,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,1,0,0,3.97,0,1,0,0,0,0,0.0,0
378,3.6,2022,Working,3,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,0,4,3.35,0,1,0,0,0,0,0.0,0
379,3.6,2022,Working,0,Sociology,Female,College and Graduate School of Arts & Sciences,1,0,0,,0,0,0,0,0,0,0.0,0
